Unnamed: 0,property_type,sector,society,price,price_per_sqft,built_up_area,bedRoom,bathroom,balcony,floorNum,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
1076,flat,sector 92,sare crescent parc,0.9,4259.35,1805.0,4,5,3+,3.0,Relatively New,0,1,0,0,0,1,0,"28.4079° N, 76.9153° E",28.4079,76.9153
1078,flat,sector 49,satya element one,0.8,11111.11,720.0,1,1,1,0.0,Moderately Old,0,0,0,0,0,1,0,"28.4121° N, 77.0480° E",28.4121,77.048
1079,house,sector 23,independent,2.7,18620.69,1450.0,5,5,2,3.0,Old Property,0,0,0,0,0,2,17,"28.5121° N, 77.0478° E",28.5121,77.0478
1080,flat,sector 67,m3m merlin,3.32,14079.73,2016.0,3,4,3,8.0,New Property,0,1,0,0,0,2,174,"28.3859° N, 77.0608° E",28.3859,77.0608
1081,flat,sector 82a,dlf the primus,1.85,10283.49,1668.0,3,3,3+,2.0,Relatively New,0,0,0,0,0,2,44,"28.3858° N, 76.9686° E",28.3858,76.9686
1082,flat,sector 79,godrej,1.29,8206.11,1423.0,2,2,3,4.0,New Property,0,0,0,0,0,1,0,"28.3624° N, 76.9787° E",28.3624,76.9787
1083,flat,sector 86,dlf the skycourt,1.5,7776.05,1550.0,3,3,1,15.0,Relatively New,0,0,0,0,0,1,159,"28.3986° N, 76.9384° E",28.3986,76.9384
1084,house,sector 50,independent,13.2,27154.91,4861.0,6,6,0,2.0,Moderately Old,0,0,0,0,0,1,0,"28.4178° N, 77.0628° E",28.4178,77.0628
1085,flat,sector 43,dlf icon,5.8,20706.89,2801.0,4,4,3+,18.0,Moderately Old,0,0,0,0,0,1,0,"28.4629° N, 77.0772° E",28.4629,77.0772
1086,house,sector 11,independent,0.9,10000.0,900.0,2,4,3+,4.0,Moderately Old,0,0,0,0,0,1,7,"28.4531° N, 77.0202° E",28.4531,77.0202
1087,flat,sector 66,ireo uptown,2.4,13064.78,1700.0,3,2,3,5.0,Relatively New,0,1,0,0,0,2,156,"28.3925° N, 77.0541° E",28.3925,77.0541
1088,flat,sector 66,emaar mgf the palm drive,3.2,17777.78,1800.0,3,3,3,12.0,Relatively New,1,1,1,1,0,1,117,"28.3925° N, 77.0541° E",28.3925,77.0541
1089,house,sector 50,ss hibiscus,12.5,40849.67,3060.0,4,4,3+,2.0,Relatively New,1,1,0,0,0,0,160,"28.4178° N, 77.0628° E",28.4178,77.0628
1090,flat,sector 90,shree vardhman flora,0.66,5076.92,1122.0,2,2,3,4.0,Relatively New,1,0,0,0,0,1,119,"28.4085° N, 76.9369° E",28.4085,76.9369
1091,flat,manesar,aditya apartment,1.0,4032.26,2480.0,3,4,0,3.0,New Property,0,0,0,0,0,1,0,"28.3515° N, 76.9428° E",28.3515,76.9428
1093,house,sector 26,independent,18.9,41832.67,4518.0,6,8,2,3.0,Relatively New,1,1,1,1,0,2,120,"28.4757° N, 77.1032° E",28.4757,77.1032
1094,flat,sector 60,ireo skyon,2.82,12818.18,2400.0,3,3,3,2.0,Relatively New,0,1,0,0,0,2,174,"28.4003° N, 77.0975° E",28.4003,77.0975
1095,flat,sector 83,vatika lifestyle homes,1.15,6552.71,1588.0,3,2,3,15.0,Relatively New,0,0,0,0,0,1,37,"28.3986° N, 76.9647° E",28.3986,76.9647
1096,flat,sector 84,pivotal devaan,0.27,7964.6,387.0,1,1,1,13.0,Relatively New,0,0,0,0,0,0,45,"28.3979° N, 76.9736° E",28.3979,76.9736
1097,flat,sector 95,saan verdante,2.0,10178.12,1964.0,3,4,3+,5.0,New Property,0,1,0,0,0,1,49,"28.4172° N, 76.9081° E",28.4172,76.9081
1098,flat,sector 102,emaar gurgaon greens,1.4,8484.85,1315.0,3,3,3,3.0,Relatively New,0,1,0,0,0,1,60,"28.4750° N, 76.9715° E",28.475,76.9715
1100,flat,sector 91,tarc maceo,1.8,7758.62,2578.0,4,3,3+,0.0,Relatively New,1,0,0,1,0,0,45,"28.4014° N, 76.9225° E",28.4014,76.9225
1101,flat,sector 90,shree vardhman flora,0.65,6792.06,1050.0,2,2,3,9.0,Relatively New,1,0,0,0,0,1,67,"28.4085° N, 76.9369° E",28.4085,76.9369
1102,house,sector 49,eros rosewood villas,2.8,15555.56,1800.0,3,3,3,2.0,Moderately Old,0,0,0,1,0,1,68,"28.4121° N, 77.0480° E",28.4121,77.048
1103,flat,manesar,hsiidc sidco aravali,0.91,3516.23,1900.0,3,3,3+,8.0,Moderately Old,0,1,0,0,0,1,23,"28.3515° N, 76.9428° E",28.3515,76.9428
1104,flat,sector 70,shree vardhman victoria,1.1,8461.54,1026.0,2,2,2,0.0,New Property,1,0,0,0,0,1,49,"28.3968° N, 77.0233° E",28.3968,77.0233
1105,flat,sector 91,tarc maceo,1.8,7758.62,2578.0,3,3,3+,0.0,Relatively New,0,0,0,1,0,0,45,"28.4014° N, 76.9225° E",28.4014,76.9225
1106,flat,sector 111,puri diplomatic greens,3.65,12372.88,2670.0,4,5,3+,17.0,Moderately Old,0,1,0,0,0,1,132,"28.5238° N, 77.0320° E",28.5238,77.032
1107,flat,sector 106,paras dews,0.95,6859.21,940.0,2,2,3+,2.0,Relatively New,0,0,0,0,0,1,49,"28.5007° N, 77.0003° E",28.5007,77.0003
1108,flat,sector 28,dlf regency park,2.3,11819.12,1777.0,3,3,3,7.0,Moderately Old,0,1,0,0,0,1,117,"28.4728° N, 77.0865° E",28.4728,77.0865
1109,flat,sector 61,smart world orchard,2.54,15497.25,1639.0,3,3,3,2.0,Under Construction,0,0,1,0,0,1,16,"28.4050° N, 77.0963° E",28.405,77.0963
1110,flat,sector 70,shree vardhman victoria,1.64,8384.46,1527.0,3,5,3,3.0,Relatively New,0,1,0,0,0,1,51,"28.3968° N, 77.0233° E",28.3968,77.0233
1111,flat,sector 86,pyramid urban homes 2,0.43,8582.83,557.0,2,2,1,6.0,New Property,0,0,0,0,1,1,72,"28.3986° N, 76.9384° E",28.3986,76.9384
1112,flat,sector 88a,godrej oasis,1.5,8108.11,2056.0,3,3,2,3.0,Relatively New,0,0,0,0,0,1,47,"28.4347° N, 76.9557° E",28.4347,76.9557
1113,flat,sector 108,experion the heartsong,2.29,8240.37,2779.0,4,5,3+,8.0,Relatively New,0,1,0,0,0,1,95,"28.5134° N, 76.9830° E",28.5134,76.983
1114,flat,sector 111,m3m crown,4.67,17000.36,3056.0,4,4,3+,8.0,Under Construction,0,0,0,0,0,1,73,"28.5238° N, 77.0320° E",28.5238,77.032
1116,flat,sector 62,pioneer araya,9.14,19488.27,3932.0,4,6,3,16.0,Relatively New,1,1,1,0,0,2,146,"28.4139° N, 77.0886° E",28.4139,77.0886
1118,flat,sector 102,shapoorji pallonji joyville gurugram,0.97,10601.09,747.0,2,2,2,12.0,New Property,0,0,0,0,0,1,57,"28.4750° N, 76.9715° E",28.475,76.9715
1119,flat,sector 37c,ild greens,0.78,5714.29,1068.1,2,2,3,1.0,Moderately Old,0,0,0,0,0,2,103,"28.4515° N, 76.9882° E",28.4515,76.9882
1120,house,sector 37d,signature global city,1.27,8089.17,1570.0,3,3,3,4.0,Under Construction,0,0,0,1,0,1,89,"28.4478° N, 76.9703° E",28.4478,76.9703
1122,flat,sector 102,shapoorji pallonji joyville gurugram,1.99,20664.59,1145.0,2,2,2,14.0,New Property,0,0,0,0,0,1,152,"28.4750° N, 76.9715° E",28.475,76.9715
1123,flat,sector 4,huda ashok vihar phase,0.43,6615.38,722.0,2,2,1,2.0,Relatively New,0,0,0,0,0,1,7,"28.4738° N, 77.0107° E",28.4738,77.0107
1124,flat,sector 69,tulip violet,1.68,8358.21,1819.0,4,4,2,2.0,Relatively New,0,0,0,1,0,1,112,"28.3966° N, 77.0341° E",28.3966,77.0341
1126,house,sector 86,dlf new town heights,2.5,7827.18,3194.0,4,5,3+,4.0,Moderately Old,0,1,0,1,1,2,49,"28.3986° N, 76.9384° E",28.3986,76.9384
1127,house,sector 5,sheetla enclave,0.96,10000.0,945.0,2,4,2,3.0,Moderately Old,0,0,1,1,0,2,0,"28.4794° N, 77.0176° E",28.4794,77.0176
1128,flat,sector 86,dlf the skycourt,1.72,8916.54,1746.0,3,3,1,8.0,Relatively New,0,0,0,0,1,2,49,"28.3986° N, 76.9384° E",28.3986,76.9384
1129,flat,sector 83,vatika gurgaon,0.78,6265.06,850.0,2,2,2,3.0,Relatively New,1,0,0,1,0,2,165,"28.3986° N, 76.9647° E",28.3986,76.9647
1130,house,sector 26,independent,5.8,32222.22,1800.0,4,3,2,2.0,Relatively New,0,0,1,0,0,1,21,"28.4757° N, 77.1032° E",28.4757,77.1032
1131,house,sector 9,independent,1.25,8735.15,1431.0,3,6,3+,3.0,Old Property,0,0,0,0,0,1,0,"28.4603° N, 77.0000° E",28.4603,77.0
1132,flat,sector 67,m3m merlin,4.5,14267.6,2854.0,4,4,3+,15.0,Relatively New,0,1,0,0,0,2,158,"28.3859° N, 77.0608° E",28.3859,77.0608
1133,flat,sector 84,antriksh heights,0.94,6999.26,1222.0,3,2,3+,10.0,New Property,1,0,0,0,0,2,89,"28.3979° N, 76.9736° E",28.3979,76.9736
1134,flat,sector 92,sare crescent parc,1.0,4777.83,2093.0,4,4,3,9.0,Relatively New,0,0,0,0,0,1,0,"28.4079° N, 76.9153° E",28.4079,76.9153
1135,flat,sector 109,ats tourmaline,1.5,6976.74,1797.0,3,4,3+,4.0,Relatively New,0,1,0,0,0,1,39,"28.5073° N, 77.0089° E",28.5073,77.0089
1136,house,sector 56,independent,7.5,23148.15,3240.0,8,8,3+,3.0,Relatively New,1,1,0,1,0,0,42,"28.4245° N, 77.0991° E",28.4245,77.0991
1137,flat,sector 70,shree vardhman victoria,1.75,8974.36,1950.0,3,5,0,0.0,Relatively New,0,0,0,0,0,1,47,"28.3968° N, 77.0233° E",28.3968,77.0233
1138,flat,sector 86,dlf the skycourt,1.54,9221.56,1780.0,3,3,3+,15.0,Relatively New,0,1,0,0,0,1,174,"28.3986° N, 76.9384° E",28.3986,76.9384
1139,flat,sector 36,signature global park 4,1.0,9900.99,1122.0,3,2,3,2.0,New Property,0,0,0,0,0,1,128,"28.4160° N, 76.9914° E",28.416,76.9914
1141,flat,sector 109,sbtl caladium,1.8,7072.69,2000.0,3,3,3+,10.0,Relatively New,0,0,0,0,0,1,174,"28.5073° N, 77.0089° E",28.5073,77.0089
1142,house,sector 50,unitech aspen greens,12.0,37037.04,3240.0,3,4,2,1.0,Moderately Old,1,1,0,0,0,2,101,"28.4178° N, 77.0628° E",28.4178,77.0628
1143,flat,sector 70,shree vardhman victoria,1.8,9230.77,2167.0,3,5,3,0.0,New Property,0,0,0,0,0,1,72,"28.3968° N, 77.0233° E",28.3968,77.0233
1144,flat,sector 68,supertech hues,0.8,6779.66,1180.0,2,2,3+,14.0,New Property,0,0,0,0,0,2,26,"28.3853° N, 77.0484° E",28.3853,77.0484
1145,flat,sector 89,m3m soulitude,1.33,16985.95,1423.0,3,3,3,4.0,Under Construction,1,0,0,0,0,1,125,"28.4253° N, 76.9439° E",28.4253,76.9439
1146,flat,sector 85,ss the leaf,2.1,7467.99,2545.0,4,5,3+,9.0,Relatively New,0,0,0,0,0,2,67,"28.4042° N, 76.9513° E",28.4042,76.9513
1147,house,sector 4,independent,0.61,11111.11,61.0,2,2,2,2.0,Moderately Old,0,0,0,0,1,1,14,"28.4738° N, 77.0107° E",28.4738,77.0107
1148,flat,sector 102,emaar gurgaon greens,1.45,8787.88,1493.0,3,3,2,7.0,Relatively New,0,1,0,0,0,1,169,"28.4750° N, 76.9715° E",28.475,76.9715
1149,flat,sector 82a,spectrum centre,0.62,9538.46,650.0,1,1,0,6.0,Relatively New,0,0,0,0,0,1,0,"28.3858° N, 76.9686° E",28.3858,76.9686
1150,flat,sector 53,tulip monsella,7.4,33198.74,2477.0,4,4,3,21.0,Under Construction,0,0,0,0,0,1,35,"28.4433° N, 77.0948° E",28.4433,77.0948
1151,flat,sector 99a,prime habitat,0.26,4744.53,611.0,2,2,1,6.0,Relatively New,0,0,0,0,1,1,79,"28.4561° N, 76.9542° E",28.4561,76.9542
1153,flat,sector 62,pioneer araya,9.2,19943.64,3867.0,4,6,3,5.0,Relatively New,0,1,0,1,0,2,156,"28.4139° N, 77.0886° E",28.4139,77.0886
1154,flat,sector 102,emaar imperial gardens,1.98,9900.0,2222.0,3,3,3+,9.0,Relatively New,0,1,0,0,0,2,72,"28.4750° N, 76.9715° E",28.475,76.9715
1155,flat,sector 104,ats triumph,1.8,7860.26,2544.0,3,4,3,14.0,New Property,0,0,0,0,0,1,60,"28.4788° N, 76.9960° E",28.4788,76.996
1156,flat,sector 59,conscient elevate,4.25,18518.52,2077.0,3,4,3,3.0,Under Construction,0,0,0,0,0,1,0,"28.4051° N, 77.1097° E",28.4051,77.1097
1157,flat,sector 70,tulip ivory,2.0,8333.33,2172.0,4,5,3+,2.0,Relatively New,0,1,0,0,0,2,49,"28.3968° N, 77.0233° E",28.3968,77.0233
1158,flat,sector 79,bestech altura,1.9,8837.21,1946.0,3,4,3,11.0,Under Construction,0,0,0,0,0,1,96,"28.3624° N, 76.9787° E",28.3624,76.9787
1159,flat,sector 104,ats triumph,2.6,8253.97,2851.0,4,4,3+,12.0,Relatively New,0,1,0,0,0,1,118,"28.4788° N, 76.9960° E",28.4788,76.996
1160,flat,sector 109,chintels paradiso,2.0,7604.56,2380.0,4,4,2,11.0,Relatively New,0,1,0,1,0,1,64,"28.5073° N, 77.0089° E",28.5073,77.0089
1162,flat,sector 56,the lions cghs,2.05,7884.62,2600.0,4,4,3+,7.0,Old Property,0,0,1,0,0,2,120,"28.4245° N, 77.0991° E",28.4245,77.0991
1163,flat,sector 66,emaar mgf palm studios,1.7,13502.78,1072.0,2,2,2,7.0,Relatively New,0,0,0,0,1,1,99,"28.3925° N, 77.0541° E",28.3925,77.0541
1164,house,sector 48,eldeco mansionz,6.4,23703.7,2700.0,4,4,3,3.0,Moderately Old,0,1,1,0,0,2,151,"28.4177° N, 77.0359° E",28.4177,77.0359
1165,flat,sector 79,godrej,1.35,8970.1,1362.0,3,3,2,7.0,Relatively New,0,0,0,0,0,1,118,"28.3624° N, 76.9787° E",28.3624,76.9787
1166,house,sector 7,madan puri,0.75,12500.0,600.0,3,5,3,3.0,Moderately Old,0,0,0,0,0,1,0,"28.4644° N, 77.0143° E",28.4644,77.0143
1167,flat,sector 79,godrej,1.29,8206.11,1423.0,2,2,3,4.0,New Property,0,0,0,0,0,1,0,"28.3624° N, 76.9787° E",28.3624,76.9787
1168,flat,sector 102,emaar gurgaon greens,1.55,9393.94,1315.0,3,4,3,7.0,Relatively New,0,1,0,0,0,2,152,"28.4750° N, 76.9715° E",28.475,76.9715
1170,flat,sector 91,tarc maceo,0.96,5411.5,1271.0,2,2,3+,8.0,Moderately Old,0,0,0,0,0,1,85,"28.4014° N, 76.9225° E",28.4014,76.9225
1171,flat,sector 102,emaar gurgaon greens,1.6,9696.97,1315.0,3,3,3,8.0,Relatively New,0,0,0,0,0,1,46,"28.4750° N, 76.9715° E",28.475,76.9715
1172,flat,sector 112,experion windchants,3.1,20666.67,1500.0,2,2,3,9.0,Relatively New,1,1,1,0,0,2,80,"28.5189° N, 77.0183° E",28.5189,77.0183
1173,flat,sector 49,orchid petals,2.45,11887.43,1865.0,3,3,3,0.0,Relatively New,1,0,0,0,0,1,49,"28.4121° N, 77.0480° E",28.4121,77.048
1175,flat,sector 102,suncity avenue,0.48,9022.56,582.0,2,2,1,5.0,Relatively New,0,0,1,0,0,1,159,"28.4750° N, 76.9715° E",28.475,76.9715
1176,house,sector 109,international city by sobha phase 2,6.25,10035.32,6228.0,5,7,3+,3.0,Relatively New,1,1,1,1,0,1,147,"28.5073° N, 77.0089° E",28.5073,77.0089
1177,flat,sector 43,dlf carlton estate,2.0,14214.64,1273.0,3,3,2,5.0,Moderately Old,0,0,0,0,0,1,65,"28.4629° N, 77.0772° E",28.4629,77.0772
1178,flat,sector 67a,pyramid urban,0.55,10516.25,581.0,2,2,2,3.0,Relatively New,0,0,0,0,0,1,73,"28.3960° N, 77.0372° E",28.396,77.0372
1179,house,sector 2,palam vihar extension west zone rwa,0.65,5777.78,1125.0,2,2,1,1.0,Moderately Old,0,0,1,0,0,1,23,"28.5095° N, 77.0320° E",28.5095,77.032
1180,flat,sector 37d,signature global the millennia,0.55,9166.67,610.0,2,2,3,3.0,New Property,0,0,0,0,0,1,71,"28.4478° N, 76.9703° E",28.4478,76.9703
1181,flat,sector 37c,imperia the esfera,0.98,5399.45,1660.0,3,4,3,9.0,Relatively New,0,1,0,0,1,1,49,"28.4515° N, 76.9882° E",28.4515,76.9882
1182,house,sector 12,independent,6.0,35087.72,1710.0,4,6,2,2.0,Old Property,0,0,0,0,0,1,0,"28.4723° N, 77.0320° E",28.4723,77.032
1183,flat,sector 68,m3m the marina,1.02,8095.24,1250.0,2,2,2,11.0,Relatively New,0,0,0,0,1,2,49,"28.3853° N, 77.0484° E",28.3853,77.0484
1184,flat,sector 85,ss,2.1,7467.99,2600.0,4,4,3,2.0,Relatively New,0,0,0,0,0,1,49,"28.4042° N, 76.9513° E",28.4042,76.9513
1186,flat,sector 30,afnhb jalvayu vihar,0.69,7270.81,896.0,2,2,1,3.0,Old Property,0,0,0,0,0,1,65,"28.4604° N, 77.0579° E",28.4604,77.0579
1188,flat,sector 104,ats triumph,2.6,8813.56,3064.0,4,4,3+,16.0,Relatively New,0,1,0,0,0,2,150,"28.4788° N, 76.9960° E",28.4788,76.996
1192,flat,sector 92,gls avenue 51,0.5,7812.5,711.0,3,3,1,12.0,New Property,0,0,0,0,0,0,95,"28.4079° N, 76.9153° E",28.4079,76.9153
1195,flat,sector 102,shapoorji pallonji joyville gurugram,2.03,11997.64,1337.0,3,3,2,1.0,New Property,0,0,0,0,0,1,67,"28.4750° N, 76.9715° E",28.475,76.9715
1196,flat,sector 85,ss the leaf,1.31,7987.8,1822.0,2,2,2,5.0,Relatively New,0,1,0,0,0,1,89,"28.4042° N, 76.9513° E",28.4042,76.9513
1197,flat,sector 50,the close north,3.0,11516.31,2357.0,3,3,3+,14.0,Old Property,0,1,0,0,0,2,121,"28.4178° N, 77.0628° E",28.4178,77.0628
1198,flat,sector 68,supertech new soft launch,0.84,7118.64,1180.0,2,2,2,7.0,New Property,0,0,0,0,0,1,0,"28.3853° N, 77.0484° E",28.3853,77.0484
1201,house,sector 26,dlf city plots,4.0,4530.52,8829.0,4,3,2,2.0,Relatively New,0,0,0,0,0,2,0,"28.4757° N, 77.1032° E",28.4757,77.1032
1202,flat,sector 95,ramsons kshitij,0.28,3650.59,694.0,2,2,2,5.0,New Property,0,0,0,0,1,1,0,"28.4172° N, 76.9081° E",28.4172,76.9081
1203,flat,sector 95,ramsons kshitij,0.45,4591.84,887.0,2,2,1,2.0,Relatively New,1,0,0,0,0,1,89,"28.4172° N, 76.9081° E",28.4172,76.9081
1204,flat,sector 69,tulip violet,1.4,8917.2,1419.0,3,3,1,12.0,Relatively New,0,0,0,1,0,1,86,"28.3966° N, 77.0341° E",28.3966,77.0341
1205,flat,sector 65,m3m golfestate,5.2,17455.52,2696.0,3,3,3,18.0,Relatively New,1,1,0,0,0,2,76,"28.4030° N, 77.0690° E",28.403,77.069
1206,house,sector 10a,independent,4.25,17955.22,2367.0,4,3,2,1.0,Moderately Old,0,0,0,0,0,1,0,"28.4469° N, 77.0106° E",28.4469,77.0106
1208,flat,sector 65,m3m heights,3.0,17996.4,1667.0,3,3,3,20.0,Under Construction,0,0,0,0,0,1,60,"28.4030° N, 77.0690° E",28.403,77.069
1209,flat,sector 99a,pareena coban residences,1.32,6609.91,1737.0,3,5,3,11.0,New Property,0,1,0,0,0,1,88,"28.4561° N, 76.9542° E",28.4561,76.9542
1210,flat,sector 68,m3m the marina,1.0,12500.0,889.0,2,2,3,21.0,Relatively New,0,0,0,0,0,1,31,"28.3853° N, 77.0484° E",28.3853,77.0484
1211,flat,sector 82,mapsko royale ville,0.99,5530.73,1620.0,3,4,2,14.0,New Property,0,1,0,0,0,1,95,"28.3935° N, 76.9600° E",28.3935,76.96
1212,flat,sector 79,mapsko mount ville,1.5,8264.46,1416.0,3,4,3+,11.0,Relatively New,0,1,0,0,0,2,144,"28.3624° N, 76.9787° E",28.3624,76.9787
1213,flat,sector 56,the lions cghs,1.99,11055.56,2000.0,4,4,3+,4.0,Old Property,0,0,0,1,1,2,105,"28.4245° N, 77.0991° E",28.4245,77.0991
1214,flat,sector 50,the close south,3.25,12810.41,2819.0,3,4,3+,4.0,Old Property,0,1,0,0,0,2,135,"28.4178° N, 77.0628° E",28.4178,77.0628
1217,flat,sector 102,shapoorji pallonji joyville gurugram,1.95,17287.23,1465.0,3,3,3,12.0,New Property,0,0,1,0,0,1,72,"28.4750° N, 76.9715° E",28.475,76.9715
1218,flat,sector 90,dlf new town heights,1.95,7150.72,2456.0,4,4,3+,24.0,Relatively New,0,1,1,0,0,1,174,"28.4085° N, 76.9369° E",28.4085,76.9369
1219,flat,sector 83,vatika city homes,0.8,6060.61,1195.0,2,2,2,8.0,Moderately Old,0,0,1,0,0,1,22,"28.3986° N, 76.9647° E",28.3986,76.9647
1220,flat,sector 102,shapoorji pallonji joyville gurugram,1.2,14563.11,1073.0,2,2,3,0.0,Relatively New,0,0,0,0,0,1,49,"28.4750° N, 76.9715° E",28.475,76.9715
1221,flat,sector 59,mahindra luminare,5.5,18181.82,2738.0,3,3,1,26.0,Under Construction,0,1,0,0,0,1,24,"28.4051° N, 77.1097° E",28.4051,77.1097
1222,flat,sector 104,hero homes,1.9,11249.26,1365.0,3,3,3,16.0,Under Construction,0,0,0,1,0,2,103,"28.4788° N, 76.9960° E",28.4788,76.996
1223,flat,sector 65,emaar mgf emerald floors premier,2.36,14303.03,1524.0,3,3,3,2.0,Relatively New,1,1,0,0,0,2,136,"28.4030° N, 77.0690° E",28.403,77.069
1224,flat,sector 71,chd avenue,0.95,7916.67,1200.0,2,2,0,5.0,Moderately Old,0,0,0,0,0,1,0,"28.4104° N, 77.0281° E",28.4104,77.0281
1225,flat,sector 41,unitech the palms,2.75,16768.29,1640.0,3,3,2,14.0,Old Property,0,0,0,0,0,0,79,"28.4557° N, 77.0632° E",28.4557,77.0632
1226,flat,sector 63,adani brahma samsara vilasa,3.25,29545.45,2700.0,3,3,3,4.0,New Property,0,0,0,0,1,1,41,"28.3971° N, 77.0867° E",28.3971,77.0867
1227,flat,sector 33,godrej nature plus,1.7,12592.59,1500.0,3,3,3+,6.0,New Property,0,1,0,0,0,1,38,"28.4420° N, 77.0207° E",28.442,77.0207
1228,flat,sector 67,ireo victory valley,4.5,14097.74,3160.0,4,4,3+,0.0,Relatively New,0,1,0,1,0,2,42,"28.3859° N, 77.0608° E",28.3859,77.0608
1229,flat,sector 109,ats tourmaline,1.5,8571.43,1466.0,3,3,3+,7.0,Relatively New,0,0,0,0,0,1,165,"28.5073° N, 77.0089° E",28.5073,77.0089
1230,flat,sector 83,emaar palm gardens,1.75,9210.53,1600.0,3,3,3,6.0,Relatively New,0,1,0,0,0,2,150,"28.3986° N, 76.9647° E",28.3986,76.9647
1231,flat,sector 45,antriksh green,2.25,7826.09,3194.0,4,4,2,9.0,Old Property,0,1,0,0,0,0,23,"28.4466° N, 77.0660° E",28.4466,77.066
1232,flat,sector 65,emaar mgf emerald floors premier,2.4,14545.45,1600.0,3,3,3,3.0,Relatively New,1,1,0,0,0,2,49,"28.4030° N, 77.0690° E",28.403,77.069
1233,house,sector 72,spaze privy,3.09,6981.47,3653.0,5,5,3+,14.0,Relatively New,0,1,0,0,0,2,33,"28.4225° N, 77.0211° E",28.4225,77.0211
1234,flat,sector 69,tulip violet,1.9,9452.74,1743.0,4,4,2,6.0,Relatively New,0,0,1,0,0,1,174,"28.3966° N, 77.0341° E",28.3966,77.0341
1235,house,sector 46,independent,4.35,23692.81,1836.0,3,8,2,3.0,Relatively New,1,0,0,1,0,2,19,"28.4374° N, 77.0586° E",28.4374,77.0586
1236,flat,sector 81,signature global synera,0.31,7434.05,366.0,1,1,1,13.0,Relatively New,0,0,0,0,0,0,123,"28.3867° N, 76.9485° E",28.3867,76.9485
1237,flat,sector 102,shapoorji pallonji joyville gurugram,1.95,13928.57,1616.0,3,3,3,6.0,New Property,0,0,0,1,0,2,174,"28.4750° N, 76.9715° E",28.475,76.9715
1238,house,sector 108,sobha city,10.5,14322.74,7331.0,5,4,3+,1.0,Relatively New,0,0,0,0,0,1,59,"28.5134° N, 76.9830° E",28.5134,76.983
1239,flat,sector 92,raheja navodaya,0.62,4806.2,1498.0,2,2,2,5.0,New Property,0,0,0,0,0,1,0,"28.4079° N, 76.9153° E",28.4079,76.9153
1241,flat,sector 79,godrej aria,1.45,9062.5,1494.0,2,2,3+,9.0,Relatively New,1,0,0,0,0,1,113,"28.3624° N, 76.9787° E",28.3624,76.9787
1242,flat,sector 81,bestech park view grand spa,4.0,9523.81,3801.0,4,5,3+,15.0,Relatively New,0,1,0,0,0,2,127,"28.3867° N, 76.9485° E",28.3867,76.9485
1245,flat,sector 56,sagar apartment,1.45,7250.0,1900.0,3,3,3+,7.0,Old Property,1,1,0,1,1,1,166,"28.4245° N, 77.0991° E",28.4245,77.0991
1246,flat,sector 61,smart world orchard,1.7,15004.41,1278.0,2,2,2,4.0,Under Construction,0,0,0,0,0,1,24,"28.4050° N, 77.0963° E",28.405,77.0963
1247,house,sector 41,independent,4.25,26234.57,1620.0,2,9,3+,4.0,Moderately Old,1,1,0,0,0,2,36,"28.4557° N, 77.0632° E",28.4557,77.0632
1248,flat,sector 37d,ramprastha primera,1.08,6000.0,1700.0,3,3,3,9.0,Relatively New,0,0,0,0,0,1,158,"28.4478° N, 76.9703° E",28.4478,76.9703
1249,flat,sector 99,assotech blith,1.9,6701.94,2835.0,4,4,3+,2.0,New Property,0,0,0,0,0,1,51,"28.4640° N, 76.9614° E",28.464,76.9614
1250,flat,sector 48,bestech park view city,1.78,10022.52,1526.0,3,4,2,5.0,Relatively New,1,0,0,1,0,1,53,"28.4177° N, 77.0359° E",28.4177,77.0359
1251,flat,sector 102,adani m2k oyster grande,2.5,7817.39,2894.0,4,5,3+,5.0,Relatively New,0,1,0,0,0,1,76,"28.4750° N, 76.9715° E",28.475,76.9715
1252,flat,sector 48,parsvnath green ville,2.5,12820.51,2167.0,4,5,3,1.0,Moderately Old,0,0,0,0,1,2,49,"28.4177° N, 77.0359° E",28.4177,77.0359
1253,flat,sector 2,bestech park view residency,0.95,6709.04,1573.0,2,2,3,10.0,Old Property,0,0,0,0,0,2,88,"28.5095° N, 77.0320° E",28.5095,77.032
1254,house,sector 11,sai kripa floors 5,0.9,11250.0,800.0,2,5,3,3.0,Relatively New,0,0,0,0,0,1,0,"28.4531° N, 77.0202° E",28.4531,77.0202
1255,flat,sector 71,chd avenue,1.1,6790.12,1466.0,3,3,3,11.0,Relatively New,0,0,0,0,1,1,72,"28.4104° N, 77.0281° E",28.4104,77.0281
1256,flat,sector 92,gls avenue 51,0.45,7614.21,646.0,2,2,1,10.0,New Property,1,0,0,0,0,2,20,"28.4079° N, 76.9153° E",28.4079,76.9153
1257,flat,sector 85,ss the leaf,2.0,8305.65,2300.0,3,4,3,6.0,Relatively New,0,1,0,0,0,1,49,"28.4042° N, 76.9513° E",28.4042,76.9513
1259,flat,sector 85,ss the leaf,1.24,7122.34,1730.0,2,2,3,10.0,Relatively New,0,0,0,0,0,1,49,"28.4042° N, 76.9513° E",28.4042,76.9513
1261,flat,sector 15,park view apartments,1.6,11034.48,1611.0,3,3,3+,2.0,Moderately Old,0,0,0,1,0,1,56,"28.4621° N, 77.0464° E",28.4621,77.0464
