property_type,sector,society,price,area,price_per_sqft,built_up_area,carpet_area,super_built_up_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,sohna road,ashiana anmol,0.9,951.0,9463.0,,951.0,1275.0,2,2,2,13.0,South,Relatively New,0,0,0,0,0,0,120
flat,sector 52,ardee city,1.5,1640.0,9146.0,,,1640.0,4,4,3,3.0,,Old Property,0,0,0,0,0,1,65
flat,sohna road,gls arawali homes,0.35,576.0,6076.0,,480.53,576.0,2,2,2,11.0,,Relatively New,0,0,0,0,0,1,64
house,sector 4,independent,0.65,70.0,92857.0,70.0,,,1,1,1,1.0,South-East,Moderately Old,0,0,0,0,1,1,21
flat,sector 79,godrej aria,0.95,1450.0,6551.0,,1450.0,,2,2,3,5.0,East,Relatively New,0,0,0,0,0,2,174
flat,sector 88a,the center court,2.1,1725.0,12173.0,1745.0,1725.0,2175.0,4,4,3,0.0,East,New Property,1,1,0,0,0,1,142
flat,sector 66,bptp mansions park prime,3.0,2764.0,10853.0,2700.0,2500.0,2764.0,4,4,3,3.0,North,Relatively New,1,1,0,1,1,2,174
flat,sector 107,m3m woodshire,1.01,1366.0,7394.0,1200.0,,1366.0,2,2,3+,11.0,,New Property,0,0,0,0,1,1,74
flat,sector 95,sidhartha ncr one phase,0.9,2000.0,4500.0,2000.0,,,3,3,1,15.0,,Relatively New,0,0,0,0,0,1,60
flat,sector 49,orchid petals,2.23,2033.0,10969.0,,,2033.0,3,3,3,14.0,North,Relatively New,0,0,0,0,1,1,40
house,sector 105,independent,0.38,50.0,76000.0,,50.0,,2,2,2,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 48,vipul world floors,4.3,3100.0,13870.0,,3100.0,,4,5,3+,4.0,East,New Property,1,1,0,1,0,1,88
house,sector 39,independent,1.8,823.0,21875.0,800.0,720.0,,1,1,2,3.0,North-East,Relatively New,0,0,0,0,0,1,0
flat,sector 95,signature global rosellia,0.45,514.0,8754.0,,514.0,,2,2,2,14.0,,New Property,0,0,0,0,0,1,24
flat,sector 37c,imperia the esfera,1.4,2600.0,5384.0,,2100.0,2600.0,4,5,3,9.0,North,Relatively New,1,1,0,1,1,1,49
flat,sector 37d,bptp terra,1.55,2191.0,7074.0,2100.0,1800.0,2191.0,4,3,3+,19.0,North-East,Relatively New,0,0,0,0,1,2,131
flat,sector 48,central park resorts,5.15,2464.0,20900.0,2364.0,2264.0,2464.0,3,3,3+,8.0,North-West,Moderately Old,0,1,0,0,0,0,53
flat,sector 89,smart world gems,0.95,1105.0,8600.0,,1103.0,,2,2,2,4.0,,New Property,1,1,0,0,0,1,38
flat,sector 106,paras dews,1.13,1764.0,6406.0,1186.0,1130.0,1760.0,3,4,3+,18.0,North-West,Relatively New,1,1,0,0,0,1,49
flat,sector 65,m3m golfestate,5.9,3375.0,17484.0,,,3363.0,3,3,3,18.0,North,Relatively New,1,1,0,0,0,1,76
house,sector 46,independent,5.5,2385.0,23061.0,2385.0,,,8,8,3+,3.0,,Moderately Old,1,0,0,0,1,2,32
house,sector 39,independent,1.6,892.0,17937.0,892.0,,,1,1,2,2.0,,Old Property,0,0,0,0,0,1,40
flat,sector 37c,corona optus,1.43,1990.0,7185.0,,1680.0,1990.0,3,3,3+,2.0,North,Relatively New,0,1,0,0,1,1,49
house,sector 13,independent,9.0,900.0,100000.0,900.0,,,10,5,3+,4.0,,Old Property,0,0,0,0,0,1,0
flat,sector 84,ss the coralwood,1.01,1750.0,5771.0,1475.0,1350.0,1750.0,3,3,2,18.0,North-West,Relatively New,0,0,0,0,0,1,40
flat,sector 79,godrej,2.5,2244.0,11141.0,2244.0,1800.0,,3,3,3+,5.0,,Undefined,0,0,0,0,0,1,0
flat,sector 70,shree vardhman victoria,1.66,1165.0,14254.0,,1161.0,1950.0,3,5,3,8.0,North,Relatively New,0,1,0,0,0,1,108
flat,sector 81,signature global synera,0.45,598.0,7525.0,,598.0,,2,2,2,6.0,North-East,Relatively New,0,0,1,0,0,2,39
flat,sector 2,bestech park view residency,0.98,1408.0,6961.0,,,1415.0,2,2,3,0.0,East,Moderately Old,0,0,0,0,0,1,85
flat,sector 37d,ramprastha the edge towers,0.71,1310.0,5420.0,1100.0,1000.0,1310.0,2,2,3,10.0,South-East,New Property,0,0,0,0,1,1,38
flat,sector 109,ats tourmaline,1.65,2150.0,7674.0,,,2150.0,3,3,3+,16.0,North-East,Relatively New,0,1,0,0,0,2,49
flat,sector 106,paras dews,0.87,940.0,9255.0,1120.0,940.0,1385.0,2,2,3+,1.0,North-East,New Property,0,0,0,0,0,1,174
flat,sector 79,supertech araville,0.78,1295.0,6024.0,,,1295.0,2,2,3+,0.0,,New Property,0,0,0,0,1,1,74
flat,sector 70,unitech south park,1.13,1614.0,7000.0,,,1610.0,3,3,2,1.0,,Under Construction,0,0,0,0,0,1,46
flat,sector 112,experion windchants,3.29,2802.0,11741.0,2225.56,,2802.0,3,3,3+,2.0,South,Relatively New,0,1,0,0,0,2,152
house,sector 48,vipul tatvam villa,7.8,3370.0,23148.0,3240.0,,,4,4,3+,2.0,North-East,Relatively New,1,1,1,1,0,2,145
flat,sector 81,bestech park view ananda,0.88,1094.0,8042.0,,1094.0,1360.0,2,2,3,8.0,West,Relatively New,1,0,0,0,0,2,95
flat,sector 39,milan cghs 9,2.0,2400.0,8333.0,2400.0,,,3,3,3+,0.0,,Undefined,0,0,0,0,0,1,0
flat,sector 99a,pareena coban residences,1.02,1160.0,8793.0,1430.0,1160.0,1550.0,2,2,3,3.0,North,Relatively New,1,0,0,0,0,1,174
flat,sector 85,ss the leaf,1.83,2405.0,7610.0,1925.0,1875.0,2408.0,3,4,3,9.0,North-East,Relatively New,0,0,0,0,0,1,49
flat,sector 58,ireo the grand arch,2.2,1632.0,13480.0,1432.0,1232.0,1632.0,2,2,1,5.0,North-East,Relatively New,1,0,0,0,0,2,94
flat,sector 61,smart world orchard,1.65,1200.0,13750.0,,1200.0,,2,2,2,1.0,,Under Construction,1,0,0,0,0,1,16
flat,sector 99,assotech blith,1.9,2835.0,6702.0,2835.0,,,4,4,3+,2.0,North-East,Undefined,0,0,0,0,0,1,51
flat,sector 61,smart world orchard,1.85,1250.0,14800.0,,1250.0,,2,2,2,3.0,,New Property,0,0,0,0,0,1,44
flat,sohna road,signature global park,0.67,1210.0,5537.0,,,1210.0,2,2,3,4.0,North-East,Relatively New,0,0,0,1,0,1,127
flat,sector 70,shree vardhman victoria,1.78,1950.0,9128.0,,,1950.0,3,3,3+,7.0,North-East,Relatively New,0,1,0,0,1,1,49
flat,sector 48,parsvnath green ville,1.6,1910.0,8376.0,1700.0,1600.0,1910.0,3,3,3,13.0,North-West,Old Property,0,0,0,0,1,2,119
house,sector 48,vipul world,3.35,6000.0,5583.0,6000.0,,,6,5,3+,3.0,South,Undefined,0,0,0,0,0,1,53
flat,sector 85,ss the leaf,2.2,3173.0,6934.0,,,2812.0,4,5,3+,4.0,East,Relatively New,0,0,0,0,0,1,106
flat,sector 70a,capital residences 360,1.69,1976.0,8552.0,1900.0,1650.0,1976.0,3,3,3+,8.0,North-East,New Property,0,1,0,0,0,1,165
flat,sector 109,raheja atharva,0.79,996.0,7931.0,,996.0,1457.0,3,2,2,3.0,,Relatively New,0,0,0,0,0,2,44
flat,sector 86,ansal heights 86,1.25,1690.0,7396.0,,,1690.0,3,2,1,2.0,,New Property,0,0,0,0,0,1,100
flat,sector 24,ambience lagoon,4.25,3200.0,13281.0,,3156.0,3200.0,3,4,3+,3.0,East,Old Property,0,1,1,0,0,2,131
flat,sector 33,central park flower valley,1.35,1300.0,10384.0,,1300.0,,3,2,2,3.0,West,New Property,0,0,0,0,0,1,87
flat,sector 92,sare crescent parc,1.0,1950.0,5128.0,,1950.0,,4,3,2,1.0,East,Relatively New,0,0,0,0,0,1,49
flat,sector 85,ss the leaf,2.13,2812.0,7574.0,2600.0,2200.0,2812.0,4,4,3,2.0,North,Relatively New,0,0,0,0,0,1,49
flat,sector 66,emaar mgf the palm drive,3.45,2200.0,15681.0,2000.0,1800.0,2200.0,3,4,3,6.0,East,Relatively New,0,1,0,0,0,2,95
house,sector 45,independent,17.0,4500.0,37777.0,4500.0,,,5,8,3+,3.0,North-East,Relatively New,1,1,1,1,0,0,152
flat,sector 108,raheja vedaanta,1.0,2060.0,4854.0,2060.0,1890.0,,2,2,2,0.0,North,Undefined,0,0,0,0,0,1,0
house,sector 25,independent,6.5,1800.0,36111.0,1800.0,,,4,4,3+,2.0,North-East,Moderately Old,1,1,1,1,0,1,61
flat,sector 81,dlf the ultima,2.21,2132.0,10365.0,,1650.0,2132.0,3,3,3+,3.0,South,Relatively New,0,1,0,0,0,0,149
flat,sector 65,m3m heights,3.29,1828.0,17997.0,,,1828.0,3,3,3,33.0,East,New Property,0,0,0,0,0,1,49
flat,sector 3,godrej habitat,1.35,1056.0,12784.0,1056.0,912.0,,2,2,0,4.0,North-East,Undefined,0,0,0,0,0,1,60
flat,sector 109,sbtl caladium,1.88,3055.0,6153.0,,,3055.0,4,5,3,10.0,North-East,Relatively New,0,0,0,0,0,1,110
flat,sector 86,ansal heights 86,0.64,1360.0,4706.0,1360.0,,,2,2,1,3.0,,New Property,0,0,0,0,0,1,73
house,sector 109,international city by sobha phase 2,11.3,4500.0,25111.0,480.0,460.0,,7,5,3+,4.0,East,Relatively New,1,1,0,1,1,1,49
house,sector 2,ansals palam vihar,5.7,3870.0,14729.0,4550.0,4450.0,,5,5,2,2.0,North-East,Old Property,0,0,0,1,0,0,94
flat,sector 79,godrej,1.41,1567.0,9000.0,,1572.0,,2,2,3,3.0,,New Property,1,0,0,0,0,1,104
flat,sector 67,m3m merlin,3.5,2358.0,14843.0,,,2358.0,3,4,3+,15.0,South,Relatively New,0,1,0,0,0,2,158
flat,sector 85,ss the leaf,1.99,2298.0,8659.0,2398.0,2298.0,2408.0,3,4,3+,17.0,East,Relatively New,0,1,0,0,0,2,174
flat,sector 63,adani brahma samsara vilasa,3.4,3400.0,10000.0,,,3400.0,3,3,3+,1.0,West,New Property,0,0,0,0,0,1,99
flat,sector 79,supertech araville,0.71,1171.0,6061.0,,1250.0,1295.0,2,2,3+,17.0,North,New Property,0,0,0,0,1,1,53
flat,sector 67a,ireo the corridors,1.7,1727.0,9843.0,,1017.0,1727.0,3,3,2,10.0,North-East,New Property,0,1,0,0,1,2,44
house,sector 43,sushant lok 1 builder floors,10.85,3762.0,28841.0,3762.0,,,8,8,3,3.0,West,Moderately Old,1,1,1,1,0,0,160
flat,sector 81,signature global city 81,0.8,546.0,14652.0,,546.0,,2,2,2,4.0,North,Under Construction,1,0,0,0,0,1,36
flat,sohna road,breez global hill view,0.35,554.0,6315.0,,554.1255719999999,,2,2,2,14.0,West,New Property,0,0,0,0,0,1,53
flat,sector 67a,ireo the corridors,2.08,1727.0,12044.0,,,1727.0,3,3,2,6.0,,Under Construction,0,0,0,0,1,1,55
flat,sector 22,ambience creacions,4.63,3090.0,14983.0,,,3090.0,3,5,3+,5.0,North-East,New Property,0,1,0,0,1,1,120
house,sector 26,independent,5.8,4518.0,12837.0,4518.0,,,4,4,3+,4.0,,Old Property,0,0,0,0,0,1,38
flat,sohna road,eldeco accolade,1.35,2200.0,6136.0,,2200.0,,3,3,3,2.0,,New Property,0,1,0,0,0,1,72
flat,sector 102,shapoorji pallonji joyville gurugram,1.8,1692.0,10638.0,,,1692.0,3,3,3,1.0,East,Relatively New,0,0,0,0,0,1,141
flat,sector 65,emaar mgf emerald floors premier,2.0,1650.0,12121.0,,1650.0,,3,3,3,1.0,North-West,Relatively New,0,1,0,0,0,2,124
flat,sector 107,signature global solera,0.28,493.0,5674.0,,489.0,,2,2,2,11.0,North,Relatively New,0,0,0,0,0,1,29
flat,sector 63a,signature global city 63a,1.4,1235.0,11336.0,,1235.0,,2,2,2,3.0,East,Under Construction,0,0,0,0,1,1,0
house,sector 50,independent,10.55,3240.0,32562.0,3240.0,,,5,5,3,2.0,,Moderately Old,1,1,0,0,0,1,42
flat,sector 85,ss the leaf,1.12,1736.0,6453.0,1485.0,1335.0,1741.0,2,2,3,10.0,East,Relatively New,0,0,0,0,1,1,49
flat,sector 54,dlf the grove,5.7,1382.0,41245.0,1382.0,,,3,3,3,1.0,East,Undefined,0,0,0,0,0,1,46
flat,sector 86,dlf new town heights,1.27,1930.0,6580.0,1800.0,1450.0,1930.0,3,4,3,19.0,South-West,Relatively New,0,1,0,1,0,1,126
flat,sector 67,ireo victory valley,2.95,2411.0,12235.0,,1906.0,2411.0,3,3,3,10.0,North-West,Relatively New,0,1,0,0,0,2,174
flat,sector 82,vatika the seven lamps,1.37,1565.0,8753.0,2000.0,1565.0,2160.0,3,3,3,11.0,South,Relatively New,1,1,0,1,0,2,145
house,sector 9,independent,3.4,2628.0,12938.0,2628.0,,,9,9,3,3.0,West,Moderately Old,0,0,0,0,0,2,61
flat,sector 90,dlf regal gardens,1.29,1430.0,9020.0,1540.0,1430.0,1702.0,3,3,3,7.0,East,Relatively New,1,0,0,0,0,1,174
flat,sector 90,dlf regal gardens,1.25,1935.0,6459.0,1650.0,1600.0,1703.0,3,3,3,10.0,South,Relatively New,0,0,0,0,1,2,38
flat,sector 89,greenopolis,0.65,1251.0,5195.0,,1251.0,,2,2,2,15.0,,Under Construction,0,0,0,0,0,1,37
house,sector 105,independent,1.2,1186.0,10122.0,1185.51,,,6,2,1,2.0,North-West,Old Property,0,0,0,0,0,1,9
flat,sector 56,sukhshanti apartment,1.7,2200.0,7727.0,2200.0,1610.0,,3,3,3,4.0,South,Moderately Old,1,0,0,0,0,1,49
flat,sector 69,tulip violet,1.55,1578.0,9822.0,,,1578.0,3,3,2,5.0,North-East,Relatively New,0,0,0,1,0,1,99
flat,sector 108,experion the heartsong,1.65,2003.0,8237.0,1771.32,1302.01,2003.0,3,4,3,3.0,North-West,Moderately Old,1,0,0,0,0,2,75
flat,sector 107,signature global solera,0.28,480.0,5828.0,,489.0,,2,2,2,0.0,North-East,Relatively New,0,0,0,0,0,1,45
flat,sector 85,orris aster court premier,1.2,2120.0,5660.0,1650.0,1550.0,2120.0,3,4,2,6.0,North-East,Relatively New,0,1,0,0,0,1,28
flat,sector 70a,aipl club residences,0.85,930.0,9139.0,,,930.0,2,2,2,5.0,South-East,Relatively New,0,0,0,0,0,2,45
flat,sector 107,signature global solera,0.51,645.0,7906.0,,645.0,,3,2,2,9.0,South,Relatively New,0,0,0,0,1,1,15
house,sector 55,independent,1.45,60.0,241666.0,60.0,,,4,4,3+,4.0,East,Relatively New,0,0,1,0,0,1,70
flat,sector 110,indiabulls enigma,4.1,3880.0,10567.0,3500.0,3000.0,3880.0,5,5,2,10.0,East,Relatively New,0,1,0,0,0,1,159
house,sector 3,independent,0.9,112.0,80357.0,112.0,,,3,3,0,2.0,,Undefined,0,0,0,0,0,1,0
house,sector 43,ansal,1.85,60.0,308333.0,60.0,,,8,8,3+,5.0,North-West,Relatively New,0,0,0,0,0,1,53
house,sector 41,independent,1.65,1200.0,13750.0,1200.0,,,1,1,0,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 59,conscient elevate,6.75,3395.0,19882.0,,1855.0,3395.0,4,4,2,10.0,,New Property,0,1,0,0,0,1,31
flat,sector 65,emaar mgf emerald estate,1.7,809.0,21013.0,,809.0,1395.0,3,3,3,7.0,South-East,Relatively New,1,0,0,0,0,2,116
house,sector 2,independent,3.0,1557.0,19268.0,1557.0,,,6,4,3+,3.0,South,Old Property,0,0,0,0,0,2,28
flat,sector 107,signature global solera 2,0.5,560.0,8928.0,,560.0,,2,2,2,13.0,,New Property,0,0,0,0,0,1,8
flat,sector 65,m3m heights,2.78,1829.0,15200.0,,,1828.0,3,3,3,44.0,,Undefined,0,0,0,0,0,1,56
flat,sector 43,dlf the grove,6.0,2400.0,25000.0,,2400.0,,4,4,2,1.0,South-West,Under Construction,0,1,0,0,0,2,49
flat,sector 66,emaar mgf the palm drive,2.85,1950.0,14615.0,1920.0,1550.0,1950.0,3,3,3,11.0,North-East,Relatively New,1,0,0,0,0,2,67
flat,sohna road,breez global heights,0.46,710.0,6478.0,,710.0,,2,2,2,6.0,East,Relatively New,0,0,0,0,0,0,49
flat,sector 91,tarc maceo,0.95,1596.0,5954.0,,,1310.0,2,2,2,10.0,East,Relatively New,0,0,0,0,0,1,77
flat,sector 108,experion the heartsong,1.55,2003.0,7738.0,1750.0,1550.0,2003.0,3,3,3+,7.0,North-East,Relatively New,0,1,0,1,0,2,174
house,sector 40,independent,5.0,2367.0,21124.0,2367.0,,,9,9,3+,3.0,North-West,Moderately Old,0,1,1,0,0,2,83
flat,sector 106,paras dews,1.15,1900.0,6052.0,1305.0,1173.0,1900.0,3,4,3,5.0,North-West,Relatively New,1,1,0,0,0,1,49
flat,sector 108,raheja vedaanta,0.7,1505.0,4651.0,1505.0,,,2,2,2,12.0,South,Undefined,0,0,0,0,0,1,0
flat,sector 88b,vatika xpressions,1.1,1350.0,8148.0,1350.0,1050.0,,2,4,3+,2.0,North-East,Under Construction,1,0,0,0,0,1,58
flat,sector 65,m3m skycity,3.0,1828.0,16411.0,,,1828.0,3,3,3,17.0,East,Under Construction,0,0,0,0,0,1,99
flat,sohna road,ashiana mulberry,0.9,1465.0,6143.0,1100.0,1000.0,1465.0,2,2,3+,7.0,North-East,Moderately Old,1,0,0,0,0,2,156
house,sector 31,project housing board colony,8.0,1260.0,63492.0,140.0,,,2,1,0,1.0,,Undefined,0,0,0,0,0,1,0
flat,sector 48,central park 2 bellevue,5.0,4300.0,11627.0,,4300.0,,3,4,3,14.0,North-East,Moderately Old,0,0,0,0,0,1,82
flat,sector 65,m3m heights,2.15,1433.0,15003.0,1433.0,,,2,2,3+,28.0,East,Undefined,0,0,0,0,0,1,48
house,sector 27,independent,4.25,1350.0,31481.0,161.0,150.0,,5,5,3+,3.0,East,Relatively New,0,1,0,1,0,2,49
flat,sector 104,godrej summit,1.3,1440.0,9027.0,,,1440.0,3,2,3+,16.0,,Relatively New,1,0,1,1,0,2,0
flat,sector 60,ireo skyon,3.75,2800.0,13392.0,2650.0,2350.0,2800.0,4,4,3,12.0,North,Relatively New,0,1,0,0,0,2,49
flat,sohna road,ashiana anmol,0.88,791.0,11125.0,,791.0,1275.0,2,2,2,13.0,East,Relatively New,0,0,0,0,0,0,127
flat,sector 1,dnha cghs,0.85,2200.0,3864.0,2200.0,,,3,3,0,5.0,,Undefined,0,0,0,0,0,1,0
flat,sector 89,ace palm floors,0.97,1234.0,7863.0,,1234.0,,2,2,2,1.0,,New Property,1,0,0,0,0,1,28
house,sector 24,independent,1.45,540.0,26852.0,540.0,,,3,3,1,,,Old Property,0,0,0,0,0,1,9
flat,sector 69,tulip violet,1.3,1539.0,8445.0,,,1538.0,3,3,1,12.0,West,Relatively New,0,0,0,1,0,2,94
flat,sector 28,suncity platinum towers,7.0,3150.0,22222.0,,1913.0,3150.0,4,3,2,10.0,North,Moderately Old,0,1,0,0,0,1,31
flat,sector 69,tulip violet,1.43,1609.0,8886.0,,1039.0,1608.0,3,3,2,1.0,South-West,Relatively New,0,0,0,1,0,1,86
flat,sector 37d,ramprastha primera,1.02,1700.0,6000.0,,,1700.0,3,2,3,22.0,,Under Construction,0,0,0,0,0,1,43
flat,sector 36a,avl 36 gurgaon,0.75,1000.0,7500.0,,727.0,1000.0,2,2,2,5.0,North-East,Relatively New,0,0,0,0,0,1,26
flat,sector 54,suncity heights,3.25,2302.0,14118.0,,2302.0,,3,3,3+,0.0,East,Old Property,0,0,0,1,0,2,120
flat,sector 28,dlf regency park,1.35,1150.0,11739.0,1120.0,1050.0,1150.0,2,2,2,14.0,East,Old Property,0,0,1,0,0,1,66
flat,sector 109,sbtl caladium,1.63,2545.0,6404.0,,,2545.0,3,3,2,8.0,North-West,Relatively New,0,1,0,0,0,1,159
flat,sector 99a,pareena coban residences,1.4,1997.0,7010.0,,,1997.0,3,5,3+,6.0,,New Property,0,0,0,0,0,1,15
house,sector 2,independent,2.95,1845.0,15989.0,1845.0,,,4,4,3+,2.0,North-West,Old Property,0,0,0,0,0,1,27
flat,sector 67,ireo victory valley,3.49,2685.0,13000.0,,2452.0,,3,3,3,19.0,South-East,Relatively New,0,1,0,0,0,1,103
flat,sector 47,unitech uniworld gardens,2.4,2086.0,11505.0,,,2086.0,3,3,3+,10.0,,Moderately Old,0,1,0,0,0,2,120
flat,sohna road,signature the serenas,0.42,531.0,7909.0,,531.0,,2,2,1,12.0,,New Property,0,0,0,0,0,1,54
flat,sector 79,godrej,1.34,1572.0,8524.0,,,1572.0,3,3,3,7.0,East,Relatively New,0,0,0,0,0,1,158
flat,sector 62,emaar digihomes,2.1,1473.0,14254.0,,,1508.26,2,2,2,30.0,North,New Property,0,1,0,0,0,1,52
flat,sector 106,paras dews,1.05,1385.0,7581.0,,1385.0,,2,2,2,5.0,West,New Property,0,0,0,0,0,1,97
house,sector 3 phase 2,independent,1.1,1100.0,10000.0,1100.0,900.0,,5,4,2,1.0,East,Undefined,0,0,0,0,0,1,0
flat,sector 68,m3m ikonic,1.8,1950.0,9230.0,1845.0,1530.0,1950.0,3,3,3+,18.0,North-East,Relatively New,0,0,0,0,0,2,126
flat,sector 83,vatika gurgaon,1.15,1980.0,5808.0,1350.0,1308.0,1980.0,3,3,2,3.0,South,Relatively New,1,1,1,1,0,2,165
flat,sector 65,emaar mgf emerald floors premier,3.5,1975.0,17721.0,,,1975.0,4,4,3,4.0,East,Relatively New,0,1,0,0,0,1,114
flat,sector 104,puri emerald bay,2.65,1766.0,15007.0,,1765.73,2450.0,3,4,3,15.0,North-East,Relatively New,0,1,0,0,0,2,174
flat,sector 65,m3m skycity,2.0,1310.0,15267.0,,,1310.0,2,2,2,16.0,East,New Property,0,0,0,0,0,2,174
house,sector 63,signature global city 63a,1.5,2385.0,6289.0,2385.0,,,3,3,2,1.0,,New Property,0,0,0,0,0,1,0
flat,sector 86,pyramid elite,0.45,574.0,7846.0,,573.500592,,2,2,1,12.0,,Under Construction,0,0,0,0,0,1,30
flat,sector 57,bptp freedom park life,2.5,2250.0,11111.0,,,2250.0,3,3,3,9.0,,Moderately Old,0,0,0,0,0,1,55
flat,sector 103,ansal housing highland park,2.0,2670.0,7490.0,,,2670.0,4,5,3+,14.0,,New Property,0,1,0,0,0,1,45
flat,sector 9a,oriental valley chs,1.5,1850.0,8108.0,,1850.0,,4,3,3+,8.0,,Moderately Old,0,0,0,0,0,1,35
flat,sector 52,huda housing board society,0.45,462.0,9745.0,,461.77130999999997,,1,1,0,0.0,North-West,Moderately Old,0,0,0,1,0,2,43
flat,sector 90,dlf regal gardens,1.8,2492.0,7223.0,,,2215.0,4,4,3+,7.0,South-West,Moderately Old,0,0,0,0,0,1,38
flat,sector 90,mrg world ultimus,0.5,716.0,6983.0,,716.0,,2,2,2,1.0,North-East,Under Construction,0,0,0,0,0,1,21
flat,sector 109,ats tourmaline,1.75,2150.0,8139.0,,,2150.0,3,4,3+,9.0,North-East,Relatively New,0,1,0,0,0,1,94
flat,sector 69,tulip violet,1.51,1578.0,9569.0,,1100.0,1578.0,3,3,2,0.0,West,Relatively New,0,0,0,1,0,0,165
flat,sector 92,raheja sampada,0.9,1370.0,6569.0,,,1370.0,3,2,3,11.0,East,Relatively New,0,0,0,0,0,1,88
flat,sector 99,assotech blith,0.82,1365.0,6007.0,1365.0,,,2,2,3,0.0,,Undefined,0,0,0,0,0,1,51
flat,sector 49,vatika city,2.65,2251.0,11770.0,1750.75,,2251.42,3,4,3,11.0,East,Moderately Old,0,1,0,1,0,2,140
flat,sector 92,sare green parc,0.85,1261.0,6741.0,1261.0,,,3,2,2,14.0,,Undefined,0,0,0,0,0,1,0
house,sector 66,emaar mgf marbella,8.8,2115.0,41615.0,267.0,,,4,4,3+,3.0,South-East,Relatively New,0,1,1,1,0,1,107
flat,sector 49,orchid petals,2.09,1805.0,11578.0,,,1805.0,3,3,3,0.0,South,Relatively New,0,0,0,0,0,1,49
house,sector 109,international city by sobha phase 1,5.75,3500.0,16428.0,4800.0,3500.0,,4,4,2,3.0,South-East,Relatively New,0,1,0,0,0,1,146
flat,sector 90,shree vardhman flora,0.65,1300.0,5000.0,,,1300.0,2,2,2,12.0,East,Old Property,1,0,0,0,0,1,103
flat,sector 81,dlf the ultima,2.2,1966.0,11190.0,,,2100.0,3,4,3+,7.0,North-East,Relatively New,0,1,0,0,0,0,104
flat,sector 113,m3m capital,2.87,2298.0,12489.0,,2298.0,,4,4,3+,3.0,North-East,Under Construction,0,1,0,0,0,1,65
house,sector 47,independent,4.6,1728.0,26620.0,1728.0,,,7,6,3+,4.0,,Moderately Old,0,0,0,0,0,0,51
flat,sector 56,sobha smriti apartments,0.5,600.0,8333.0,,600.0,,1,1,2,3.0,,Undefined,0,0,0,0,0,1,0
house,sector 57,sector 57 huda,3.8,1458.0,26063.0,162.0,160.0,,8,8,3+,4.0,East,Relatively New,0,0,1,1,0,2,94
flat,sector 48,bestech park view city,2.65,2567.0,10323.0,,1750.0,2567.0,4,4,3+,11.0,North-East,Moderately Old,1,1,0,0,0,2,174
flat,sector 104,godrej summit,1.3,1647.0,7893.0,,,1647.0,3,3,3,8.0,,New Property,0,0,0,0,1,1,103
flat,sector 81,dlf the ultima,2.3,2103.0,10936.0,1617.0,1257.0,2103.0,3,3,3+,19.0,East,Relatively New,1,1,0,1,1,0,49
flat,sector 92,sare petioles,1.3,2040.0,6373.0,2040.0,,,4,4,0,7.0,,Undefined,0,0,0,0,0,1,0
flat,sector 102,shapoorji pallonji joyville gurugram,1.76,1721.0,10224.0,,,1692.0,3,3,3,1.0,North-East,Relatively New,0,0,0,0,0,1,100
flat,sector 92,sare green parc,0.85,1300.0,6538.0,1300.0,,,3,2,2,20.0,,Undefined,0,0,0,0,0,1,0
house,sector 67,ireo victory valley,8.0,3600.0,22222.0,3600.0,,,6,7,3+,3.0,North-East,Moderately Old,1,1,1,1,0,2,151
house,sector 25,independent,4.31,1350.0,31926.0,1350.0,,,5,4,3,3.0,North,Old Property,0,0,0,0,0,1,40
flat,sector 99a,raheja vanya,0.59,1484.0,3975.0,,,1252.13,2,2,3,1.0,East,Under Construction,0,0,0,0,1,1,96
flat,sector 56,the lions cghs,2.09,2400.0,8708.0,2300.0,2200.0,2400.0,4,4,3+,7.0,East,Relatively New,0,0,0,0,1,2,125
flat,sector 106,paras dews,0.88,1385.0,6353.0,940.0,845.0,1385.0,2,2,3+,1.0,South,Relatively New,0,0,0,0,0,1,49
house,sector 63a,birla navya,3.85,2494.0,15437.0,,2494.0,,3,3,3+,4.0,,New Property,0,1,0,0,0,2,160
flat,sector 43,ansal maple heights,1.5,1185.0,12658.0,1385.0,1185.0,1400.0,3,3,3+,7.0,North-East,Old Property,0,0,1,0,0,2,174
flat,sector 4,cancon enclave,1.05,1350.0,7777.0,,1350.0,,3,2,2,2.0,,New Property,0,0,0,0,0,2,0
flat,sector 77,emaar mgf palm hills,1.55,1950.0,7948.0,1800.0,1702.0,1950.0,4,4,3+,2.0,North-East,Relatively New,1,1,0,0,0,0,49
flat,sohna road,mvn athens,0.27,458.0,5897.0,,457.788667,,2,2,1,4.0,South-East,Relatively New,0,0,0,0,1,2,35
flat,sector 89,smart world gems,0.9,1105.0,8145.0,1105.0,,,2,2,2,1.0,,Undefined,0,0,0,0,0,1,45
flat,sector 113,la vida by tata housing,3.05,2690.0,11338.0,2600.0,2240.0,2690.0,3,4,3,15.0,North-East,New Property,0,1,0,0,0,1,174
flat,sohna road,hcbs sports ville,0.24,324.0,7407.0,,324.0,,1,1,2,1.0,North,New Property,0,0,0,0,0,1,68
